code_ucd	code_ucd_precedent	code_ucd_suivant	top_inscription	laboratoire	date_source_doc	type_source_doc	date_maj	libelle_long_ucd	conditionnement	observation	etat	rh	ph	pih	sp	ps	libelle_court_specialite	libelle_long_rcp	code_forme	libelle_forme	code_forme_complement	libelle_forme_complement	dosage	unite_dosage	voie_administration	code_atc	libelle_atc	code_ephmra	libelle_ephmra
9153691			0	BRISTOL MYERS SQUIBB	2009-04-29	JO	2009-12-30	VIDEX 100 mg	comprime a croquer ou dispersible	NA	S	N	N	O	N	N	VIDEX 100MG CPR	VIDEX 100 mg, comprime a croquer ou dispersible	15	COMPRIME	310	ECRASEMENT POSSIBLE COMPRIME A CROQUER C				J05AF02	DIDANOSINE	J05C1	INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDIQUES ET NUCLEOTIDIQUES
9153716			0	BRISTOL MYERS SQUIBB	2009-04-29	JO	2009-12-30	VIDEX 150 mg	comprime a croquer ou dispersible	NA	S	N	N	O	N	N	VIDEX 150MG CPR	VIDEX 150 MG, COMPRIME A CROQUER OU DISPERSIBLE	15	COMPRIME	310	ECRASEMENT POSSIBLE COMPRIME A CROQUER C				J05AF02	DIDANOSINE	J05C1	INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDIQUES ET NUCLEOTIDIQUES
9153722			0	BRISTOL MYERS SQUIBB	2009-04-29	JO	2009-12-30	VIDEX 25 mg	comprime a croquer ou dispersible	NA	S	N	N	O	N	N	VIDEX 25MG CPR	VIDEX 25 mg, comprime a croquer ou dispersible	15	COMPRIME	310	ECRASEMENT POSSIBLE COMPRIME A CROQUER C				J05AF02	DIDANOSINE	J05C1	INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDIQUES ET NUCLEOTIDIQUES
9153739			0	BRISTOL MYERS SQUIBB	2009-04-29	JO	2009-12-30	VIDEX 50 mg	comprime a croquer ou dispersible	NA	S	N	N	O	N	N	VIDEX 50MG CPR	VIDEX 50 MG, COMPRIME A CROQUER OU DISPERSIBLE	15	COMPRIME	310	ECRASEMENT POSSIBLE COMPRIME A CROQUER C				J05AF02	DIDANOSINE	J05C1	INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDIQUES ET NUCLEOTIDIQUES
9153857			0	PFIZER	2010-02-19	JO	2010-02-19	FARMORUBICINE 150 mg	lyophilisat pour usage parenteral	NA	S	N	O	N	O	O	FARMORUBICINE 150 MG PDR INJ DR	FARMORUBICINE 150 MG, POUDRE POUR SOLUTION INJECTABLE	44	POUDRE	312	POUDRE POUR SOLUTION INJECTABLE				L01DB03	EPIRUBICINE	L01D	ANTIBIOTIQUES ANTINEOPLASIQUES
9154182			0	GLAXOSMITHKLINE	2009-04-29	JO	2009-12-30	RETROVIR 100 mg/10 ml	solution buvable en flacon	NA	D	N	N	O	N	N	RETROVIR 100 MG/10 ML SOL BUV+SRG	RETROVIR 100 MG/10 ML, SOLUTION BUVABLE	48	SOLUTION	292	SOLUTION BUVABLE				J05AF01	ZIDOVUDINE	J05C1	INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDIQUES ET NUCLEOTIDIQUES
9156086			0	BAXTER SAS	2010-10-26	JO	2010-10-27	CELLTOP 100 mg/5 ml	solution injectable pour perfusion	NA	S	N	O	N	O	O	CELLTOP 100MG/5ML SOL INJ	CELLTOP 100 MG/5 ML, SOLUTION INJECTABLE POUR PERFUSION	48	SOLUTION	295	SOLUTION INJECTABLE SOLUTION POUR PERFUS				L01CB01	ETOPOSIDE	L01C	ANTINEOPLASIQUES D'ORIGINE VEGETALE
9157364			0	BRISTOL MYERS SQUIBB	2009-04-29	JO	2009-12-30	VIDEX 2 g	poudre pour solution buvable en flacon	NA	S	N	N	O	N	N	VIDEX 2G PDR ORALE	VIDEX 2 g, poudre pour solution buvable en flacon	44	POUDRE	404	POUDRE POUR SOLUTION BUVABLE				J05AF02	DIDANOSINE	J05C1	INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDIQUES ET NUCLEOTIDIQUES
9157849			0	PFIZER	2009-06-19	JO	2009-12-30	ADRIBLASTINE 10 mg	lyophilisat pour usage parenteral (perfusion) en flacon	NA	D	N	O	N	O	O	ADRIBLASTINE 10MG PDR INJ DR	ADRIBLASTINE 10 MG, LYOPHILISAT POUR USAGE PARENTERAL (PERFUSION)	44	POUDRE	522	LYOPHILISAT POUR USAGE PARENTERAL				L01DB01	DOXORUBICINE	L01D	ANTIBIOTIQUES ANTINEOPLASIQUES
9157855			0	PFIZER	2009-06-19	JO	2009-12-30	ADRIBLASTINE 50 mg	lyophilisat pour usage parenteral (perfusion) en flacon	NA	D	N	O	N	O	O	ADRIBLASTINE 50MG PDR INJ DR	ADRIBLASTINE 50 MG, LYOPHILISAT POUR USAGE PARENTERAL (PERFUSION) EN FLACON	44	POUDRE	522	LYOPHILISAT POUR USAGE PARENTERAL				L01DB01	DOXORUBICINE	L01D	ANTIBIOTIQUES ANTINEOPLASIQUES
9160509			0	PFIZER PFE FRANCE	2018-10-12	JO	2018-10-15	NIPENT 10MG	INJ FL	NA	D	N	O	N	O	O	NIPENT 10MG PDR INJ	NIPENT 10 MG, POUDRE POUR SOLUTION POUR INJECTION, POUDRE POUR SOLUTION POUR PERFUSION	44	POUDRE	312	POUDRE POUR SOLUTION INJECTABLE POUDRE P				L01XX08	PENTOSTATINE	L01X9	AUTRES ANTINEOPLASIQUES
9162336			0	BOEHRINGER INGELHEIM FRANCE	2009-04-29	JO	2009-12-30	IMUKIN 100 mg/0,5 ml	solution injectable	NA	D	N	O	N	O	N	IMUKIN 100 MICROG SOL INJ	IMUKIN 100 MICROG solution injectable	48	SOLUTION	295	SOLUTION INJECTABLE	40.0000	MICROGRAMME(S)	INJECTABLE	L03AB03	INTERFERON GAMMA	L03B3	INTERFERONS, GAMMA
9163577			0	BRISTOL MYERS SQUIBB	2017-02-22	JO	2017-02-28	TAXOL 6 mg/ml	solution a diluer pour perfusion en flacon de 5 ml	NA	S	N	O	N	O	O	TAXOL 30 MG SOL INJ FL	TAXOL 30 MG/5 ML, SOLUTION A DILUER POUR PERFUSION	48	SOLUTION	290	SOLUTION A DILUER POUR PERFUSION				L01CD01	PACLITAXEL	L01C	ANTINEOPLASIQUES D'ORIGINE VEGETALE
9166883			0	NOVARTIS PHARMA SAS	2009-04-29	JO	2009-12-30	LAMPRENE 100 mg	capsule molle	NA	D	N	N	N	N	N	LAMPRENE 100MG CAPSULE	LAMPRENE 100 MG, CAPSULE MOLLE	9	CAPSULE MOLLE	320	CAPSULE MOLLE ORAL(E)				J04BA01	CLOFAZIMINE	J04B	ANTILEPREUX
9166908			0	NOVARTIS PHARMA SAS	2009-04-29	JO	2009-12-30	LAMPRENE 50 mg	capsule molle	NA	D	N	N	N	N	N	LAMPRENE 50MG CAPSULE	LAMPRENE 50 MG, CAPSULE MOLLE	9	CAPSULE MOLLE	320	CAPSULE MOLLE ORAL(E)				J04BA01	CLOFAZIMINE	J04B	ANTILEPREUX
9166914			0	HRA PHARMA	2012-06-26	JO	2012-06-28	METOPIRONE 250 mg	capsule	NA	D	N	O	N	N	N	METOPIRONE 250MG CAPSULE	METOPIRONE 250 mg, capsule	9	CAPSULE MOLLE	320	CAPSULE MOLLE ORAL(E)				V04CD01	METYRAPONE	T02X9	TOUT AUTRE TEST DIAGNOSTIQUE
9167411			0	GENOPHARM	2009-04-29	JO	2009-12-30	THIOTEPA GENOPHARM 15 mg	lyophilisat pour usage parenteral	NA	S	N	O	N	O	O	THIOTEPA LEDERLE 15MG PDR INJ	THIOTEPA LEDERLE 15 MG, LYOPHILISAT POUR USAGE PARENTERAL	44	POUDRE	522	LYOPHILISAT POUR USAGE PARENTERAL				L01AC01	THIOTEPA	L01A	AGENTS ALKYLANTS
9168014			0	JANSSEN-CILAG SA	2009-04-29	JO	2009-12-30	LEUSTATINE 10 mg/10ml	solution injectable pour perfusion en flacon	NA	D	N	O	N	O	O	LEUSTATINE 10 MG SOL INJ IV	LEUSTATINE 10 MG/10 ML, SOLUTION POUR PERFUSION	48	SOLUTION	296	SOLUTION POUR PERFUSION				L01BB04	CLADRIBINE (FORMULATIONS PARENTERALES)	L01B	ANTIMETABOLITES
9170169			0	LFB-BIOMEDICAMENTS	2009-04-29	JO	2009-12-30	FACTEUR VII LFB 500 UI/20 ml	poudre et solvant pour solution injectable	NA	S	N	O	N	N	N	FACTEUR VII LFB 500UI/20ML INJ	FACTEUR VII LFB 500 UI/20 ML, POUDRE ET SOLVANT POUR SOLUTION INJECTABLE	44	POUDRE	314	POUDRE ET SOLVANT POUR SOLUTION INJ				B02BD05	FACTEUR VII DE COAGULATION	B02D2	FACTEURS II, VII, IX ET X
9170175			0	LFB-BIOMEDICAMENTS	2009-04-29	JO	2009-12-30	HEMOLEVEN 1000 UI/10 ml	poudre et solvant pour solution injectable	NA	D	N	O	N	N	N	HEMOLEVEN 1000U/10ML PDR ET SOL INJ	HEMOLEVEN 1000 U/10 ML, POUDRE ET SOLVANT POUR SOLUTION INJECTABLE	44	POUDRE	314	POUDRE ET SOLVANT POUR SOLUTION INJ				B02BD	FACTEURS DE LA COAGULATION SANGUINE	B02D9	AUTRES FRACTIONS SANGUINES
9170442			0	LFB-BIOMEDICAMENTS	2017-06-13	JO	2017-06-26	KASKADIL	poudre et solvant pour solution injectable (10 ml)	NA	S	N	O	N	N	N	KASKADIL PDR ET SOL INJ FL 10ML	KASKADIL, POUDRE ET SOLVANT POUR SOLUTION INJECTABLE	44	POUDRE	314	POUDRE ET SOLVANT POUR SOLUTION INJ				B02BD01	FACTEURS DE COAGULATION IX, II, VII ET X EN ASSOCIATION	B02D2	FACTEURS II, VII, IX ET X
9170459			0	LFB-BIOMEDICAMENTS	2017-06-13	JO	2017-06-26	KASKADIL	poudre et solvant pour solution injectable (20 ml)	NA	S	N	O	N	N	N	KASKADIL PDR ET SOL INJ FL 20ML	KASKADIL, POUDRE ET SOLVANT POUR SOLUTION INJECTABLE	44	POUDRE	314	POUDRE ET SOLVANT POUR SOLUTION INJ				B02BD01	FACTEURS DE COAGULATION IX, II, VII ET X EN ASSOCIATION	B02D2	FACTEURS II, VII, IX ET X
9171341			0	GENZYME	2010-02-19	JO	2010-02-19	FLUDARA 50 mg	poudre pour solution injectable ou perfusion	NA	D	N	O	N	O	O	FLUDARA 50MG PDR INJ	FLUDARA 50 mg, poudre pour solution injectable ou perfusion	44	POUDRE	312	LYOPHILISE(E) POUDRE POUR SOLUTION INJEC				L01BB05	FLUDARABINE	L01B	ANTIMETABOLITES
9172607			0	SCHERING-PLOUGH	2015-02-24	JO	2015-02-26	ETHYOL 50 mg/ml	poudre pour solution pour perfusion en flacon de 500 mg	NA	D	N	O	N	O	O	ETHYOL 500 MG PDR INJ	ETHYOL 50 MG/ML, POUDRE POUR SOLUTION POUR PERFUSION	44	POUDRE	322	POUDRE POUR SOLUTION POUR PERFUSION				V03AF05	AMIFOSTINE	V03D	MEDICAMENTS DETOXIFIANTS DANS UN TRAITEMENT ANTINEOPLASIQUE
9173311			0	PFIZER	2011-02-22	JO	2011-02-23	CAMPTO 20 MG/ML	Solution a diluer pour perfusion en flacon verre de 5 ml	NA	S	N	O	N	O	O	CAMPTO 100 MG SOL INJ FV	CAMPTO 100 MG/5 ML, SOLUTION A DILUER POUR PERFUSION (IV)	48	SOLUTION	290	SOLUTION A DILUER POUR PERFUSION				L01XX19	IRINOTECAN	L01C	ANTINEOPLASIQUES D'ORIGINE VEGETALE
9173475			0	ORPHAN EUROPE	2015-09-18	JO	2015-09-21	NORMOSANG 25 mg/ml	1 Ampoule de 10 ml, solution a diluer pour perfusion	NA	D	O	N	N	N	N	NORMOSANG 250 MG SOL INJ	NORMOSANG 250 MG/10 ML, SOLUTION A DILUER POUR PERFUSION	48	SOLUTION	290	SOLUTION A DILUER POUR PERFUSION				B06AB01	HEMATINE	B06C	AUTRES MEDICAMENTS HEMATOLOGIQUES
9175511			0	CSL BEHRING GMBH	2017-12-06	JO	2017-12-12	SANDOGLOBULINE 1 g	poudre pour solution pour perfusion	NA	S	N	O	N	N	N	SANDOGLOBULINE 1G PDR INJ	SANDOGLOBULINE 1 G, POUDRE POUR SOLUTION POUR PERFUSION	44	POUDRE	322	POUDRE POUR SOLUTION POUR PERFUSION				J06BA02	IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM INTRAVASCULAIRE	J06C	IMMUNOGLOBULINES POLYVALENTES, INTRAVEINEUSES
9175801			0	SANOFI AVENTIS FRANCE	2009-04-29	JO	2009-12-30	ETOPOSIDE DAKOTA PHARM 100 mg/5 ml	solution injectable pour perfusion	NA	S	N	O	N	O	O	ETOPOSIDE DKT 100MG/5ML SOL INJ	ETOPOSIDE DAKOTA PHARM 100 MG/5 ML, SOLUTION INJECTABLE POUR PERFUSION	48	SOLUTION	295	SOLUTION INJECTABLE SOLUTION POUR PERFUS				L01CB01	ETOPOSIDE	L01C	ANTINEOPLASIQUES D'ORIGINE VEGETALE
9177177			0	CIS BIO INTERNATIONAL	2017-07-12	JO	2017-07-13	LIPIOCIS	solution pour injection	NA	S	O	N	N	N	O	LIPIOCIS 2220MBQ/2ML SOL INJ	LIPIOCIS, SOLUTION POUR INJECTION	48	SOLUTION	295	SOLUTION INJECTABLE				V08AD01	ESTERS ETHYLIQUES D'ACIDES GRAS IODES	V03C	PRODUITS RADIOPHARMACEUTIQUES
9177579			0	BRISTOL MYERS SQUIBB	2009-04-29	JO	2009-12-30	ZERIT 15 mg	gelule	NA	S	N	N	O	N	N	ZERIT 15MG GELULE	ZERIT 15 MG, GELULE	21	GELULE	328	GELULE ORAL(E) OUVERTURE POSSIBLE	80.0000	MG	ORALE	J05AF04	STAVUDINE	J05C1	INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDIQUES ET NUCLEOTIDIQUES
9177585			0	BRISTOL MYERS SQUIBB	2009-04-29	JO	2009-12-30	ZERIT 20 mg	gelule	NA	S	N	N	O	N	N	ZERIT 20 MG GELULE	ZERIT 20 mg, gelule	21	GELULE	64	ORAL(E) OUVERTURE POSSIBLE	80.0000	MG	ORALE	J05AF04	STAVUDINE	J05C1	INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDIQUES ET NUCLEOTIDIQUES
9177591			0	BRISTOL MYERS SQUIBB	2009-04-29	JO	2009-12-30	ZERIT 30 mg	gelule	NA	S	N	N	O	N	N	ZERIT 30 MG GELULE	ZERIT 30 MG, GELULE	21	GELULE	64	ORAL(E) OUVERTURE POSSIBLE	80.0000	MG	ORALE	J05AF04	STAVUDINE	J05C1	INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDIQUES ET NUCLEOTIDIQUES
9177616			0	BRISTOL MYERS SQUIBB	2009-04-29	JO	2009-12-30	ZERIT 40 mg	gelule	NA	S	N	N	O	N	N	ZERIT 40 MG GELULE	ZERIT 40 MG, GELULE	21	GELULE		ORAL(E) OUVERTURE POSSIBLE	80.0000	MG	ORALE	J05AF04	STAVUDINE	J05C1	INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDIQUES ET NUCLEOTIDIQUES
9177881			0	AGUETTANT	2009-04-29	JO	2009-12-30	FOLINATE DE CALCIUM AGUETTANT 5 MG/2 ML	Solution injectable	Medicament retrocede pris en charge a titre derogatoire (JO du 28/07/04 - decision 15/07/04)	S	N	N	N	N	N	FOLINATE CA AGT 5MG/2ML SOL INJ	FOLINATE DE CALCIUM AGUETTANT 5 MG/2 ML, SOLUTION INJECTABLE EN AMPOULE	48	SOLUTION	295	SOLUTION INJECTABLE	60.0000	MG	ORALE	V03AF03	CALCIUM FOLINATE	B03X	AUTRES PRODUITS ANTI-ANEMIQUES, ACIDE FOLIQUE ET ACIDE FOLINIQUE INCLUS
9178082			0	AVENTIS	2012-02-28	JO	2012-02-28	TAXOTERE 20 mg	solution a diluer et solvant pour perfusion	NA	S	N	O	N	O	O	TAXOTERE 20MG/0,5ML SOL INJ	TAXOTERE 20 mg/0,5 ml, solution a diluer et solvant pour perfusion	48	SOLUTION	297	SOLUTION A DILUER INJECTABLE				L01CD02	DOCETAXEL	L01C	ANTINEOPLASIQUES D'ORIGINE VEGETALE
9178099			0	AVENTIS	2012-02-28	JO	2012-02-28	TAXOTERE 80 mg	solution a diluer et solvant pour perfusion	NA	S	N	O	N	O	O	TAXOTERE 80MG/2ML SOL INJ	TAXOTERE 80 MG,  solution a diluer et solvant pour perfusion	48	SOLUTION	290	SOLUTION A DILUER POUR PERFUSION				L01CD02	DOCETAXEL	L01C	ANTINEOPLASIQUES D'ORIGINE VEGETALE
9178811			0	AGUETTANT	2009-04-29	JO	2009-12-30	FOLINATE DE CALCIUM AGUETTANT 50 MG	Poudre pour solution injectable	Medicament retrocede pris en charge a titre derogatoire (JO du 28/07/04 - decision du 15/07/04)	S	N	N	N	N	N	FOLINATE CA AGT 50MG PDR INJ	FOLINATE DE CALCIUM AGUETTANT 50 MG, POUDRE POUR SOLUTION INJECTABLE	60	LYOPHILISAT	522	LYOPHILISAT POUR USAGE PARENTERAL	60.0000	MG	ORALE	V03AF03	CALCIUM FOLINATE	B03X	AUTRES PRODUITS ANTI-ANEMIQUES, ACIDE FOLIQUE ET ACIDE FOLINIQUE INCLUS
9179029			0	MEDIPHA SANTE	2018-10-12	JO	2018-10-15	CARDIOXANE 500 mg	INJ FL	NA	D	N	O	N	O	O	CARDIOXANE 500MG PDR LYO INJ	CARDIOXANE 500 MG, POUDRE POUR SOLUTION POUR PERFUSION	44	POUDRE	322	POUDRE POUR SOLUTION POUR PERFUSION				V03AF02	DEXRAZOXANE	V03D	MEDICAMENTS DETOXIFIANTS DANS UN TRAITEMENT ANTINEOPLASIQUE
9179213			0	AVENTIS	2009-04-29	JO	2009-12-30	CISPLATYL 10 mg/10 ml	solution injectable pour perfusion (I.V.) en flacon	NA	S	N	O	N	O	O	CISPLATYL 10MG/10ML SOL INJ	CISPLATYL 10 MG/10 ML, SOLUTION INJECTABLE POUR PERFUSION (IV) EN FLACON	48	SOLUTION	295	SOLUTION INJECTABLE SOLUTION POUR PERFUS				L01XA01	CISPLATINE	L01X2	DERIVES DU PLATINE
9179236			0	AVENTIS	2009-04-29	JO	2009-12-30	CISPLATYL 25 mg/25 ml	solution injectable pour perfusion (I.V.) en flacon	NA	S	N	O	N	O	O	CISPLATYL 25MG/25ML SOL INJ	CISPLATYL 25 MG/25 ML, SOLUTION INJECTABLE POUR PERFUSION (IV) EN FLACON	48	SOLUTION	295	SOLUTION INJECTABLE SOLUTION POUR PERFUS				L01XA01	CISPLATINE	L01X2	DERIVES DU PLATINE
9179242			0	AVENTIS	2009-04-29	JO	2009-12-30	CISPLATYL 50 mg/50 ml	solution injectable pour perfusion (I.V.) en flacon	NA	S	N	O	N	O	O	CISPLATYL 50MG/50ML SOL INJ	CISPLATYL 50 MG/50 ML, SOLUTION INJECTABLE POUR PERFUSION (IV) EN FLACON	48	SOLUTION	295	SOLUTION INJECTABLE SOLUTION POUR PERFUS				L01XA01	CISPLATINE	L01X2	DERIVES DU PLATINE
9179650			0	BAXTER	2018-12-14	JO	2018-12-14	FEIBA 1 000 U	INJ FL+FL+NEC	NA	S	N	O	N	N	N	FEIBA 1000U/20ML PDR ET SOL INJ	FEIBA 1000 U/20 ML, POUDRE ET SOLVANT POUR SOLUTION INJECTABLE	44	POUDRE	314	POUDRE ET SOLVANT POUR SOLUTION INJ				B02BD03	COMPLEXE PROTHROMBIQUE ACTIVE	B02D3	COMPLEXE ANTI-INHIBITEUR DE LA COAGULATION
9179667			0	SHIRE FRANCE	2018-12-14	JO	2018-12-17	FEIBA 500 U/20 ML	INJ FL+FL+NEC	NA	S	N	O	N	N	N	FEIBA 500U/20ML PDR ET SOL INJ	FEIBA 500 U/20 ML, POUDRE ET SOLVANT POUR SOLUTION INJECTABLE	44	POUDRE	314	POUDRE ET SOLVANT POUR SOLUTION INJ				B02BD03	COMPLEXE PROTHROMBIQUE ACTIVE	B02D3	COMPLEXE ANTI-INHIBITEUR DE LA COAGULATION
9180073			0	SCHERING-PLOUGH	2009-04-29	JO	2009-12-30	TALOXA 400 mg	comprime	NA	S	N	N	O	O	O	TALOXA 400MG CPR	TALOXA 400 MG, COMPRIME	15	COMPRIME	330	COMPRIME ORAL(E)				N03AX10	FELBAMATE	N03A	ANTIEPILEPTIQUE
9180096			0	SCHERING-PLOUGH	2009-04-29	JO	2009-12-30	TALOXA 600 mg	comprime	NA	D	N	N	O	O	O	TALOXA 600MG CPR	TALOXA 600 MG, COMPRIME	15	COMPRIME	64	ORAL(E)				N03AX10	FELBAMATE	N03A	ANTIEPILEPTIQUE
9180104			0	SCHERING-PLOUGH	2009-04-29	JO	2009-12-30	TALOXA 600 mg/5 ml	suspension buvable en flacon verre de 230 ml	NA	D	N	N	O	O	O	TALOXA 600MG/5ML SUSP BUV FV 230ML	TALOXA 600 mg/5 ml suspension buvable	50	SUSPENSION	284	SUSPENSION BUVABLE				N03AX10	FELBAMATE	N03A	ANTIEPILEPTIQUE
9180802			0	MERCK SHARP & DOHME-CHIBRET	2009-04-29	JO	2009-12-30	CRIXIVAN 200 mg	gelule	NA	S	N	N	O	N	N	CRIXIVAN 200MG GELULE	CRIXIVAN 200 mg, gelules	21	GELULE	64	NE PAS ECRASER NE PAS OUVRIR ORAL(E)				J05AE02	INDINAVIR	J05C2	INHIBITEURS DE PROTEASE
9180819			0	MERCK SHARP & DOHME-CHIBRET	2009-04-29	JO	2009-12-30	CRIXIVAN 400 mg	gelule	NA	S	N	N	O	N	N	CRIXIVAN 400MG GELULE	CRIXIVAN 400 mg, gelules	21	GELULE	64	NE PAS ECRASER NE PAS OUVRIR ORAL(E)				J05AE02	INDINAVIR	J05C2	INHIBITEURS DE PROTEASE
9181664			0	ROCHE	2009-04-29	JO	2009-12-30	INVIRASE 200 mg	gelule	NA	S	N	N	O	N	N	INVIRASE 200 MG GELULE	INVIRASE 200 mg, gelule	21	GELULE	64	NE PAS ECRASER ORAL(E)				J05AE01	SAQUINAVIR	J05C2	INHIBITEURS DE PROTEASE
9181670			0	CSL BEHRING SA	2017-03-17	JO	2017-03-20	MONONINE 1 000 UI/10 ml	poudre et solvant pour solution injectable.	NA	D	N	N	O	N	N	MONONINE 1000 UI PDR ET SOL INJ	MONONINE 1000 UI/10 ml, poudre et solvant pour solution injectable ou perfusion	44	POUDRE	314	POUDRE ET SOLVANT POUR SOLUTION INJ POUD				B02BD04	FACTEUR IX DE COAGULATION	B02D2	FACTEURS II, VII, IX ET X
9181687			0	CSL BEHRING SA	2017-03-17	JO	2017-03-20	MONONINE 500 UI/5 ml	poudre et solvant pour solution injectable.	NA	S	N	N	O	N	N	MONONINE 500 UI PDR ET SOL INJ	MONONINE 500 UI/5 ml, poudre et solvant pour solution injectable ou perfusion	44	POUDRE	314	POUDRE ET SOLVANT POUR SOLUTION INJ POUD				B02BD04	FACTEUR IX DE COAGULATION	B02D2	FACTEURS II, VII, IX ET X
9181753			0	NOVO NORDISK PHARMACEUTIQUE	2011-11-29	JO	2011-12-02	NOVOSEVEN 120 KUI	poudre et solvant pour solution injectable	NA	S	N	O	N	N	N	NOVOSEVEN 2,4MG PDR ET SOL INJ	NOVOSEVEN 2,4 mg (120 KUI), poudre et solvant pour solution injectable	44	POUDRE	314	POUDRE ET SOLVANT POUR SOLUTION INJ				B02BD08	EPTACOG ALFA (ACTIVE)	B02D3	COMPLEXE ANTI-INHIBITEUR DE LA COAGULATION
9181776			0	NOVO NORDISK PHARMACEUTIQUE	2011-11-29	JO	2011-12-02	NOVOSEVEN 240 KUI	poudre et solvant pour solution injectable	NA	S	N	O	N	N	N	NOVOSEVEN 4,8MG PDR ET SOL INJ	NOVOSEVEN 4,8 mg (240 KUI), poudre et solvant pour solution injectable	44	POUDRE	314	POUDRE ET SOLVANT POUR SOLUTION INJ				B02BD08	EPTACOG ALFA (ACTIVE)	B02D3	COMPLEXE ANTI-INHIBITEUR DE LA COAGULATION
9181782			0	NOVO NORDISK PHARMACEUTIQUE	2011-11-29	JO	2011-12-02	NOVOSEVEN 60 KUI	poudre et solvant pour solution injectable	NA	S	N	O	N	N	N	NOVOSEVEN 1,2MG PDR ET SOL INJ	NOVOSEVEN 1,2 MG (60 KUI), POUDRE ET SOLVANT POUR SOLUTION INJECTABLE	44	POUDRE	314	POUDRE ET SOLVANT POUR SOLUTION INJ				B02BD08	EPTACOG ALFA (ACTIVE)	B02D3	COMPLEXE ANTI-INHIBITEUR DE LA COAGULATION
9182066			0	PFIZER PFE FRANCE	2018-09-25	JO	2018-10-01	TOMUDEX 2MG	INJ FL	NA	D	N	O	N	O	O	TOMUDEX 2MG PDR INJ	TOMUDEX 2 MG, POUDRE POUR SOLUTION POUR PERFUSION	44	POUDRE	322	POUDRE POUR SOLUTION POUR PERFUSION				L01BA03	RALTITREXED	L01B	ANTIMETABOLITES
9182184			0	CHEPLAPHARM FRANCE	2018-10-11	JO	2018-10-12	VESANOID 10 MG	capsule	Medicament retrocede pris en charge a titre derogatoire (JO du 28/07/04 - decision du 15/07/04) et Voir JO du 11/10/2018 pour indications therapeutiques remboursables	D	N	O	N	O	O	VESANOID 10MG CAPSULE	VESANOID 10 mg, capsule molle	9	CAPSULE MOLLE	320	NE PAS ECRASER CAPSULE MOLLE ORAL(E)				L01XX14	TRETINOINE	L01X9	AUTRES ANTINEOPLASIQUES
9182190			0	LILLY FRANCE SAS	2016-12-21	JO	2016-12-27	GEMZAR 1000 mg	lyophilisat pour usage parenteral (I.V.), en flacon de 50ml	NA	D	N	O	N	O	O	GEMZAR 1000MG PDR INJ	GEMZAR 1000 MG, POUDRE POUR SOLUTION POUR PERFUSION	44	POUDRE	322	POUDRE POUR SOLUTION POUR PERFUSION				L01BC05	GEMCITABINE	L01B	ANTIMETABOLITES
9182209			0	LILLY FRANCE SAS	2016-12-21	JO	2016-12-27	GEMZAR 200 mg	lyophilisat pour usage parenteral (IV), en flacon de 10ml	NA	D	N	O	N	O	O	GEMZAR 200MG PDR INJ	GEMZAR 200 MG, POUDRE POUR SOLUTION POUR PERFUSION	44	POUDRE	322	POUDRE POUR SOLUTION POUR PERFUSION				L01BC05	GEMCITABINE	L01B	ANTIMETABOLITES
9182480			0	PFIZER	2010-02-19	JO	2010-02-19	FARMORUBICINE 200 mg/ 100ml	solution injectable pour perfusion en flacon verre	NA	S	N	O	N	O	O	FARMORUBICINE 200MG/100ML INJ F	FARMORUBICINE 200 MG/100 ML, SOLUTION POUR PERFUSION	48	SOLUTION	296	SOLUTION POUR PERFUSION				L01DB03	EPIRUBICINE	L01D	ANTIBIOTIQUES ANTINEOPLASIQUES
9182824			0	LFB-BIOMEDICAMENTS	2018-02-20	JO	2018-02-23	TEGELINE 50 MG/ML	poudre et solvant pour solution pour perfusion (10 ml)	NA	D	N	O	N	N	N	TEGELINE 500 MG/10 ML PDR ET SOL INJ	TEGELINE 500 MG/10 ML, POUDRE ET SOLVANT POUR SOLUTION POUR PERFUSION	44	POUDRE	387	POUDRE ET SOLVANT POUR SOLUTION PR PERF				J06BA02	IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM INTRAVASCULAIRE	J06C	IMMUNOGLOBULINES POLYVALENTES, INTRAVEINEUSES
